TransactionAmount,PreviousTransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionDate,AmountBin,AgeBin,Target
111.21,1543,1,32,1,35.0,0,111.0,1.0,9088.36,348,1,2,2
316.37,1592,1,7,0,53.0,1,86.0,1.0,4671.69,97,2,0,2
260.63,2406,1,13,1,37.0,1,142.0,1.0,7534.7300000000005,146,1,2,1
92.36,579,1,9,0,29.0,1,144.0,1.0,6353.14,92,1,2,0
262.06,1678,1,28,1,63.0,0,118.0,1.0,13587.52,240,1,1,2
64.5,1521,1,10,0,74.0,2,230.0,1.0,1351.24,128,1,1,2
175.94,1009,1,16,0,57.0,2,89.0,1.0,3728.0400000000004,48,1,0,3
199.47,1485,1,11,2,57.0,0,142.0,1.0,6067.44,59,1,0,2
51.07,155,1,9,1,63.0,2,133.0,1.0,4292.16,348,1,1,0
435.86,2467,1,17,0,56.0,2,134.0,1.0,3801.8200000000006,175,2,0,1
74.73,189,0,17,1,64.0,2,162.0,1.0,6353.22,123,1,1,0
182.79,2009,0,21,2,23.0,3,14.0,1.0,1251.85,31,1,2,1
628.36,135,1,2,2,44.0,0,107.99999999999999,1.0,11869.71,69,0,0,0
268.39,356,1,35,2,29.0,0,177.0,1.0,9409.43,321,1,2,0
362.27,2485,1,17,0,80.0,2,47.0,1.0,6003.59,72,2,1,1
560.15,1498,0,22,2,50.0,1,91.99999999999999,1.0,817.83,267,2,0,2
132.36,503,1,7,1,28.0,3,160.0,1.0,319.65,222,1,2,0
24.77,2053,0,26,2,40.0,1,17.0,1.0,478.23,57,1,0,1
80.24,908,0,27,1,53.0,0,58.00000000000001,1.0,8012.810000000001,349,1,0,3
8.65,2167,1,23,0,68.0,2,198.0,1.0,4201.22,311,1,1,1
178.91,521,1,29,0,18.0,3,18.999999999999996,1.0,8870.89,43,1,2,0
115.22,2332,1,37,1,27.0,1,107.99999999999999,1.0,906.1999999999999,164,1,2,1
161.63,2427,1,38,2,46.0,0,276.0,1.0,9286.37,118,1,0,1
542.75,2324,0,26,1,70.0,2,63.0,1.0,2224.08,124,2,1,1
317.47,790,0,34,2,67.0,0,16.0,1.0,14639.28,95,2,1,3
280.99,345,1,15,1,45.0,1,29.000000000000004,1.0,9733.59,61,1,0,0
24.19,251,1,36,0,29.0,1,28.0,1.0,2756.2,63,1,2,0
586.85,1503,1,23,0,36.0,0,86.0,1.0,6655.15,354,2,2,2
372.41,1124,1,36,0,55.0,2,143.0,1.0,3233.87,11,2,0,3
383.69,2048,1,7,2,54.0,1,285.0,1.0,8371.11,220,2,0,1
247.16999999999996,936,0,6,1,65.0,2,149.0,1.0,2611.64,80,1,1,3
48.78,1472,0,18,1,18.0,3,136.0,1.0,552.06,228,1,2,2
4.15,1967,0,29,1,60.0,2,119.0,1.0,6017.36,205,1,1,1
60.989999999999995,1398,1,28,1,34.0,1,58.00000000000001,1.0,7281.46,88,1,2,2
408.19,2373,1,23,1,26.0,1,241.0,1.0,6847.47,126,2,2,1
524.6,660,1,12,1,58.0,0,75.99999999999999,1.0,13017.7,203,2,0,3
108.96,1891,1,25,0,26.0,3,247.0,1.0,7597.660000000001,17,1,2,1
70.03,2389,1,26,1,63.0,2,49.0,1.0,7330.31,92,1,1,1
124.84,1775,1,21,2,52.0,2,79.0,1.0,6711.78,304,1,0,2
324.04,1225,1,41,0,54.0,2,30.0,1.0,2248.06,104,2,0,3
39.69,749,1,2,2,70.0,2,163.0,1.0,3524.68,81,1,1,3
157.7,2276,0,29,1,58.0,4,45.99999999999999,1.0,8332.58,276,1,0,1
81.27,2089,0,39,2,22.0,3,68.00000000000001,1.0,1814.48,263,1,2,1
193.82,730,1,18,1,37.0,1,176.0,1.0,3886.7699999999995,345,1,2,3
16.73,2268,1,43,2,79.0,2,165.0,1.0,7591.129999999999,101,1,1,1
474.05,1465,1,38,0,57.0,2,214.0,1.0,1484.31,262,2,0,2
637.75,1328,1,9,1,79.0,2,151.99999999999997,1.0,4202.92,148,0,1,2
153.59,812,0,32,1,66.0,2,174.0,1.0,4813.12,200,1,1,3
186.6,2007,1,40,1,18.0,3,139.0,1.0,9716.68,253,1,2,1
644.08,833,1,1,2,24.0,3,55.0,1.0,1980.62,55,0,2,3
226.66,2455,1,43,1,41.0,0,168.00000000000003,1.0,10216.25,82,1,0,1
305.0,1906,1,31,0,22.0,3,222.0,1.0,944.83,27,2,2,1
233.1,105,0,26,1,42.0,0,37.0,1.0,7469.2,315,1,0,0
793.13,849,1,22,2,68.0,0,75.99999999999999,1.0,13389.16,202,0,1,3
224.19,1767,1,15,0,52.0,0,93.0,1.0,8475.47,71,1,0,2
214.83,551,0,40,0,23.0,3,63.0,1.0,991.6899999999999,321,1,2,0
163.46,1673,0,3,1,63.0,2,111.0,1.0,6953.8,308,1,1,2
194.99,2273,1,17,1,34.0,1,91.0,1.0,1370.03,87,1,2,1
227.5,502,1,34,2,34.0,0,277.0,1.0,11505.35,311,1,2,0
259.9,1142,1,28,2,26.0,3,100.00000000000001,1.0,914.2799999999999,66,1,2,3
59.51,642,0,9,2,36.0,0,55.0,1.0,9955.88,354,1,2,3
112.94,2215,0,35,2,73.0,2,30.999999999999996,1.0,3807.8399999999997,56,1,1,1
11.81,387,1,31,0,21.0,3,131.0,1.0,320.25,90,1,2,0
329.14,2135,1,34,1,55.0,0,14.0,1.0,12033.92,157,2,0,1
154.24,2071,1,23,0,61.0,2,82.0,1.0,6109.55,130,1,1,1
233.44,136,1,6,2,20.0,3,297.0,1.0,1691.88,91,1,2,0
141.8,2146,2,6,0,18.0,3,116.00000000000001,1.0,1697.67,131,1,2,1
209.03,1880,1,11,1,55.0,1,126.0,1.0,8359.5,360,1,0,1
261.14,883,1,35,3,42.0,1,162.0,1.0,6100.08,150,1,0,3
98.71,1739,1,13,0,32.0,0,117.0,1.0,10095.23,79,1,2,2
87.38,449,1,1,1,21.0,3,252.0,1.0,1504.99,202,1,2,0
83.39,1720,1,29,1,32.0,0,158.0,1.0,13182.11,356,1,2,2
267.55,1079,1,5,2,46.0,1,40.0,1.0,4330.04,339,1,0,3
870.05,1613,1,12,0,29.0,0,39.0,1.0,905.2499999999999,278,0,2,2
164.51,1023,1,21,1,78.0,2,110.0,1.0,3553.69,47,1,1,3
758.12,1215,1,37,0,69.0,2,90.0,1.0,6164.65,290,0,1,3
103.76,600,1,18,2,28.0,1,188.0,1.0,9626.14,307,1,2,0
583.92,1395,1,18,2,55.0,1,139.0,1.0,6364.14,9,2,0,2
204.06,4,1,42,2,77.0,2,159.0,1.0,4351.83,59,1,1,0
53.51,2016,1,27,2,56.0,2,165.0,1.0,5773.5,294,1,0,1
52.95,1439,0,5,2,68.0,4,14.0,1.0,6335.58,89,1,1,2
120.17,1445,1,32,0,49.0,0,105.0,1.0,5403.79,326,1,0,2
220.8,1659,1,16,2,31.0,1,28.0,1.0,8135.31,217,1,2,2
119.01,507,1,30,0,45.0,0,87.0,1.0,9798.26,174,1,0,0
183.32,847,1,33,0,21.0,3,74.0,1.0,137.42,188,1,2,3
858.88,1546,1,17,2,60.0,1,227.0,1.0,7015.46,347,0,1,2
11.46,281,0,37,2,41.0,1,128.0,1.0,2356.71,173,1,0,0
61.37,231,1,8,1,75.0,2,164.0,1.0,4294.44,271,1,1,0
103.08,399,0,25,1,49.0,1,150.0,1.0,9251.38,19,1,0,0
1.2100000000000002,1533,1,1,1,55.0,2,196.0,1.0,7542.739999999999,310,1,0,2
425.18,1847,0,7,2,26.0,1,172.0,1.0,9880.71,136,2,2,2
60.96,1986,1,7,0,52.0,2,238.0,1.0,6189.24,215,1,0,1
64.21,56,1,29,0,51.0,0,37.0,1.0,12540.18,181,1,0,0
523.02,911,1,17,2,53.0,2,83.0,1.0,4586.11,15,2,0,3
50.26,2105,1,19,1,65.0,2,164.0,1.0,1519.38,263,1,1,1
110.08,2181,1,11,1,19.0,3,95.0,1.0,1447.26,116,1,2,1
54.47,2130,0,30,1,23.0,3,34.0,1.0,1131.42,291,1,2,1
79.76,625,1,18,2,68.0,0,115.0,1.0,10278.75,111,1,1,3
16.79,2078,0,11,2,30.0,0,146.0,1.0,535.15,277,1,2,1
68.62,1193,1,29,1,29.0,0,157.0,1.0,13891.47,275,1,2,3
643.38,2080,0,11,2,18.0,3,105.0,1.0,1046.74,337,0,2,1
328.34,1898,0,36,2,42.0,1,30.999999999999996,1.0,2840.45,157,2,0,1
72.68,1324,1,39,2,69.0,2,44.0,1.0,6216.77,237,1,1,2
354.76,892,1,11,1,51.0,0,279.0,1.0,10141.92,76,2,0,3
793.88,358,0,20,0,22.0,3,252.0,1.0,1404.06,50,0,2,0
29.22,410,1,11,0,27.0,1,69.00000000000001,1.0,7795.79,245,1,2,0
653.97,1853,1,24,3,37.0,1,100.00000000000001,1.0,3886.65,333,0,2,2
366.43,185,0,32,2,21.0,3,91.99999999999999,1.0,1560.45,195,2,2,0
233.74,277,1,4,2,72.0,2,142.0,1.0,4749.54,4,1,1,0
471.84,1826,1,33,0,18.0,3,138.0,1.0,1044.33,142,2,2,2
213.4,1488,0,13,1,73.0,2,100.00000000000001,1.0,2012.24,184,1,1,2
254.20999999999998,922,1,31,0,48.0,1,45.99999999999999,1.0,2487.2,266,1,0,3
577.73,2109,1,38,0,37.0,0,63.0,1.0,14977.99,14,2,2,1
170.26,1792,1,6,0,27.0,3,265.0,1.0,1969.48,69,1,2,2
330.61,1229,0,26,1,64.0,2,113.0,1.0,2525.25,251,2,1,3
132.33,2110,0,31,0,35.0,1,47.0,1.0,7457.94,137,1,2,1
74.04,373,1,22,2,18.0,3,66.0,1.0,1690.23,305,1,2,0
197.18,841,1,40,2,28.0,1,135.0,1.0,3114.92,219,1,2,3
21.15,2163,1,8,1,70.0,2,180.0,1.0,3466.74,203,1,1,1
697.82,2221,1,27,2,44.0,1,153.0,1.0,6824.0,48,0,0,1
148.0,147,1,40,1,20.0,3,35.0,1.0,1488.65,16,1,2,0
22.26,198,1,35,1,19.0,3,56.0,1.0,5583.88,150,1,2,0
0.86,290,1,7,0,25.0,3,139.0,1.0,1357.22,358,1,2,0
757.1,151,1,1,1,65.0,0,203.0,1.0,10553.23,282,0,1,0
38.81,777,0,41,2,25.0,3,145.0,1.0,1619.6,348,1,2,3
32.46,491,1,5,2,31.0,0,10.0,1.0,8656.18,190,1,2,0
20.64,728,1,5,1,22.0,3,59.00000000000001,1.0,949.38,174,1,2,3
662.11,210,1,1,1,23.0,3,219.0,1.0,1996.38,71,0,2,0
288.77,2122,1,20,3,55.0,1,110.0,1.0,8836.51,201,1,0,1
35.05,1815,1,4,1,30.0,0,105.0,1.0,14330.47,54,1,2,2
214.73,2114,0,20,0,46.0,0,26.0,1.0,5368.42,76,1,0,1
25.38,1981,1,21,1,57.0,1,66.0,1.0,8616.05,317,1,0,1
617.66,183,1,22,0,41.0,1,40.0,1.0,5906.58,234,0,0,0
446.39,2358,1,15,0,63.0,2,77.0,1.0,7863.6,79,2,1,1
377.92,364,1,33,1,33.0,1,204.0,1.0,2254.71,30,2,2,0
11.04,292,1,31,2,30.0,1,43.0,1.0,6983.04,256,1,2,0
275.46,1341,1,13,0,36.0,0,67.0,1.0,9697.75,349,1,2,2
179.76,1267,1,30,2,78.0,2,81.0,1.0,5909.52,180,1,1,2
32.34,1138,1,18,1,44.0,0,45.0,1.0,7847.619999999999,185,1,0,3
273.92,1221,1,32,1,79.0,2,109.0,1.0,4543.56,324,1,1,3
375.45,2308,1,13,1,19.0,3,32.0,1.0,1307.23,128,2,2,1
388.98,1532,1,14,0,23.0,3,155.0,1.0,1819.91,129,2,2,2
492.84,428,1,16,0,25.0,3,37.99999999999999,1.0,577.67,180,2,2,0
148.85,2256,1,23,0,57.0,0,25.000000000000004,1.0,7802.360000000001,141,1,0,1
391.66,1258,1,43,1,50.0,1,103.0,1.0,2406.31,21,2,0,2
185.99,746,0,14,1,41.0,1,53.00000000000001,1.0,402.45,201,1,0,3
322.48,495,1,17,0,27.0,3,57.0,1.0,1238.43,301,2,2,0
20.27,2291,1,24,1,18.0,3,22.0,1.0,796.3499999999999,195,1,2,1
199.02,968,1,15,0,61.0,2,269.0,1.0,4658.89,58,1,1,3
104.23,1949,0,21,2,63.0,2,107.99999999999999,1.0,5009.29,202,1,1,1
55.86,150,1,39,2,39.0,1,68.00000000000001,1.0,5346.46,36,1,0,0
10.77,473,2,16,0,31.0,0,178.0,1.0,10704.95,261,1,2,0
95.55,663,1,21,1,33.0,1,51.00000000000001,1.0,2434.74,230,1,2,3
477.07,2228,1,8,2,27.0,1,278.0,1.0,6568.07,71,2,2,1
9.1,433,0,43,2,52.0,2,63.0,1.0,2791.45,213,1,0,0
21.41,2289,1,21,2,57.0,0,99.0,1.0,658.91,137,1,0,1
278.28,1830,1,17,1,28.0,3,26.0,1.0,1346.88,74,1,2,2
388.1,1539,0,20,2,73.0,2,40.0,1.0,3022.12,69,2,1,2
215.39,1134,1,11,0,27.0,3,215.99999999999997,1.0,1582.55,289,1,2,3
194.37,768,1,25,0,66.0,0,161.0,1.0,14395.88,185,1,1,3
37.7,1189,1,24,0,20.0,3,109.0,1.0,1741.1,344,1,2,3
19.59,1108,1,5,1,64.0,2,122.0,1.0,1061.69,248,1,1,3
81.35,154,1,15,2,41.0,1,103.0,1.0,7192.45,41,1,0,0
314.54,1823,0,41,1,58.0,1,228.0,1.0,9923.45,278,2,0,2
466.64,1634,1,19,0,58.0,0,11.0,1.0,10915.11,177,2,0,2
397.01,1437,1,20,0,22.0,3,100.00000000000001,1.0,719.52,360,2,2,2
472.48,402,1,27,1,55.0,1,87.0,1.0,7128.82,216,2,0,0
67.15,2182,1,16,2,59.0,0,14.0,1.0,9028.49,269,1,0,1
102.67,853,1,0,1,79.0,2,119.0,1.0,4656.94,9,1,1,3
453.49,3,1,39,1,66.0,0,147.0,1.0,6366.43,153,2,1,0
267.17,1559,1,39,0,26.0,3,170.0,1.0,1382.62,91,1,2,2
111.26,1523,1,4,0,66.0,0,43.0,1.0,14350.11,84,1,1,2
121.17000000000002,2437,1,31,0,68.0,0,158.0,1.0,12990.77,229,1,1,1
213.28,2446,1,23,1,51.0,2,94.0,1.0,4835.91,303,1,0,1
187.88,1460,1,26,0,60.0,1,180.0,1.0,2154.58,272,1,1,2
471.88,2040,0,38,2,34.0,0,141.0,1.0,14833.34,37,2,2,1
83.79,1901,1,26,0,57.0,1,47.0,1.0,5061.3,162,1,0,1
212.14,1494,1,2,1,72.0,2,105.0,1.0,7225.06,143,1,1,2
99.16,420,1,37,2,79.0,2,202.0,1.0,2607.58,244,1,1,0
839.33,795,0,21,1,60.0,0,86.0,1.0,11538.97,178,0,1,3
4.24,708,1,36,2,38.0,1,37.99999999999999,1.0,7822.729999999999,91,1,2,3
50.29,1724,0,33,2,58.0,0,64.0,1.0,7604.9,53,1,0,2
135.85,1406,1,14,2,57.0,2,269.0,1.0,1480.39,113,1,0,2
368.53,621,1,33,1,68.0,0,34.0,1.0,13696.31,33,2,1,3
17.95,1016,0,34,1,64.0,0,135.0,1.0,12344.9,193,1,1,3
127.8,431,0,41,1,31.0,1,47.0,1.0,8630.99,39,1,2,0
16.73,366,1,15,2,45.0,1,48.0,1.0,2202.62,193,1,0,0
317.12,2335,1,13,1,44.0,0,80.0,1.0,14409.74,105,2,0,1
476.63,1346,1,5,0,79.0,2,115.0,1.0,4894.25,166,2,1,2
156.58,1721,1,32,1,24.0,3,160.0,1.0,8981.61,196,1,2,2
55.12,1727,0,15,2,34.0,1,261.0,1.0,3791.99,295,1,2,2
15.74,47,1,10,1,27.0,3,37.99999999999999,1.0,690.16,219,1,2,0
353.68,2075,1,19,3,70.0,2,145.0,1.0,6777.12,132,2,1,1
297.15,1908,1,31,2,76.0,2,178.0,1.0,5449.37,224,1,1,1
647.85,2292,1,29,1,36.0,0,121.0,1.0,13779.97,191,0,2,1
75.04,1367,1,12,0,49.0,1,178.0,1.0,9648.6,65,1,0,2
273.92,838,1,41,2,28.0,3,35.0,1.0,1029.15,203,1,2,3
215.8,895,0,17,1,51.0,2,66.0,1.0,3656.62,128,1,0,3
420.6,704,1,21,1,26.0,3,55.0,1.0,1778.75,187,2,2,3
688.36,1197,0,22,1,23.0,3,22.0,1.0,5191.13,281,0,2,3
285.18,471,0,34,1,55.0,0,150.0,1.0,14847.97,195,1,0,0
213.55,605,1,4,0,63.0,0,15.0,1.0,5238.37,43,1,1,0
463.11,1804,0,19,1,51.0,0,159.0,1.0,10238.82,55,2,0,2
150.03,1247,1,8,0,73.0,4,176.0,1.0,7491.42,306,1,1,2
309.56,1019,1,5,2,58.0,0,147.0,1.0,972.04,174,2,0,3
377.08,310,0,23,1,26.0,3,71.0,1.0,6430.86,250,2,2,0
77.25,2419,1,41,1,68.0,0,157.0,1.0,14077.97,87,1,1,1
146.92,1670,1,32,0,64.0,2,272.0,1.0,3990.6,78,1,1,2
126.6,957,1,35,1,22.0,3,146.0,1.0,961.6499999999999,132,1,2,3
101.34,447,1,4,0,24.0,3,45.99999999999999,1.0,703.2599999999999,232,1,2,0
184.97,1164,1,10,1,58.0,0,268.0,1.0,1156.67,282,1,0,3
451.15,398,1,7,0,46.0,1,175.0,1.0,1356.47,261,2,0,0
516.47,2409,0,5,0,25.0,3,94.0,1.0,1305.06,208,2,2,1
880.04,2041,1,34,0,25.0,3,29.000000000000004,1.0,261.97,74,0,2,1
66.69,2050,0,35,1,25.0,3,140.0,1.0,1210.33,53,1,2,1
95.75,1272,1,20,1,31.0,1,169.0,1.0,337.62,69,1,2,2
98.03,2390,1,12,1,54.0,1,165.0,1.0,6323.45,133,1,0,1
617.66,313,1,4,0,42.0,1,128.0,1.0,7155.95,100,0,0,0
888.57,1081,1,35,2,62.0,2,102.0,1.0,7896.14,273,0,1,3
107.48,2297,1,29,1,22.0,3,129.0,1.0,591.2299999999999,108,1,2,1
36.57,1429,1,29,0,62.0,2,69.00000000000001,1.0,2583.07,39,1,1,2
575.62,1076,1,28,2,43.0,0,129.0,1.0,234.40999999999997,309,2,0,3
84.89,930,1,38,0,37.0,1,70.0,1.0,4735.61,352,1,2,3
7.759999999999999,584,0,19,2,52.0,2,84.00000000000001,1.0,7393.11,351,1,0,0
109.3,1402,1,13,1,56.0,0,26.999999999999996,1.0,13510.11,6,1,0,2
230.08,781,1,2,2,79.0,2,123.99999999999999,1.0,4466.1,323,1,1,3
361.92,330,1,11,0,54.0,2,111.0,1.0,7474.31,240,2,0,0
122.44999999999999,100,1,27,1,46.0,0,98.0,1.0,7255.49,91,1,0,0
642.53,1487,1,23,0,65.0,0,128.0,1.0,11417.91,346,0,1,2
62.86000000000001,826,1,15,1,25.0,3,30.999999999999996,1.0,1040.43,250,1,2,3
175.21,2412,0,23,0,69.0,0,69.00000000000001,1.0,6039.04,134,1,1,1
168.0,1556,0,40,1,32.0,1,11.0,1.0,3498.58,356,1,2,2
11.46,1872,1,6,2,67.0,2,73.0,1.0,6628.75,56,1,1,2
382.07,1021,0,29,1,62.0,0,147.0,1.0,10156.09,114,2,1,3
65.32,2059,1,23,0,28.0,3,53.99999999999999,1.0,9165.02,285,1,2,1
730.1,1351,0,6,1,77.0,2,93.0,1.0,6384.05,25,0,1,2
85.31,2336,1,18,0,62.0,2,26.999999999999996,1.0,6095.65,110,1,1,1
726.61,2062,1,31,0,18.0,3,277.0,1.0,1008.76,231,0,2,1
130.4,627,1,33,1,45.0,1,63.0,1.0,4381.24,198,1,0,3
68.1,0,1,25,0,20.0,3,47.0,1.0,1382.8,232,1,2,0
65.26,2333,1,34,1,26.0,3,72.0,1.0,7380.63,270,1,2,1
191.62,1373,1,17,1,63.0,0,51.00000000000001,1.0,1981.6700000000003,41,1,1,2
212.88,912,1,14,2,39.0,0,122.0,1.0,7036.72,312,1,0,3
88.38,112,1,41,0,30.0,1,138.0,1.0,3707.82,111,1,2,0
48.77,1097,2,2,2,42.0,1,51.00000000000001,1.0,2040.1600000000003,118,1,0,3
390.09,1873,1,12,2,26.0,1,49.0,1.0,2617.23,231,2,2,1
48.29,1798,1,36,2,37.0,1,242.0,1.0,8883.4,93,1,2,2
333.83,1390,1,14,0,63.0,2,135.0,1.0,1660.66,283,2,1,2
100.27,1257,1,24,2,79.0,2,51.00000000000001,1.0,4309.9,254,1,1,2
44.54,1920,1,35,0,31.0,1,164.0,1.0,362.4,96,1,2,1
82.17,2387,1,13,1,28.0,3,21.000000000000004,1.0,1913.06,194,1,2,1
447.42,2378,1,5,2,32.0,1,65.0,1.0,6133.22,112,2,2,1
590.26,1109,0,2,1,25.0,3,48.0,1.0,1068.28,139,2,2,3
192.73,1929,1,25,1,71.0,2,157.0,1.0,2037.7499999999998,315,1,1,1
146.01,758,1,37,2,26.0,3,269.0,1.0,221.79,210,1,2,3
11.57,2400,0,27,1,56.0,2,64.0,1.0,2061.61,272,1,0,1
7.820000000000001,69,1,4,0,36.0,1,273.0,1.0,2240.49,192,1,2,0
79.43,1342,1,9,0,74.0,2,72.0,1.0,6579.37,74,1,1,2
386.97,201,1,33,1,58.0,2,137.0,1.0,1876.35,1,2,0,0
51.22,1191,1,14,1,23.0,3,82.0,1.0,1664.59,224,1,2,3
256.05,1031,1,26,0,54.0,2,35.0,1.0,6910.18,322,1,0,3
7.79,1107,1,20,1,34.0,0,298.0,1.0,1319.85,172,1,2,3
233.71,1844,1,21,1,63.0,0,11.0,1.0,6095.5,145,1,1,2
176.37,99,1,4,1,55.0,2,126.0,1.0,2420.86,46,1,0,0
122.62999999999998,733,1,25,1,21.0,3,153.0,1.0,359.06,227,1,2,3
86.41,589,1,14,0,75.0,2,125.0,1.0,3128.71,301,1,1,0
21.57,2013,1,37,0,54.0,2,71.0,1.0,7587.48,186,1,0,1
82.67,1565,1,25,1,26.0,3,45.99999999999999,1.0,290.59,48,1,2,2
299.42,2485,0,38,1,63.0,2,53.00000000000001,1.0,4735.41,195,1,1,1
543.47,1492,1,20,0,18.0,3,122.0,1.0,6165.03,318,2,2,2
346.76,2464,0,38,1,21.0,3,116.00000000000001,1.0,1637.75,212,2,2,1
47.48,336,1,12,1,24.0,3,66.0,1.0,585.5199999999999,147,1,2,0
64.92,913,1,1,1,58.0,1,236.0,1.0,5481.76,286,1,0,3
350.72,1401,0,14,0,28.0,3,48.0,1.0,1982.8999999999999,53,2,2,2
3.8000000000000003,1396,1,5,2,65.0,0,174.0,1.0,5766.96,354,1,1,2
22.54,1599,1,12,2,26.0,1,42.00000000000001,1.0,7139.11,251,1,2,2
767.14,2485,0,23,1,62.0,2,37.99999999999999,1.0,4732.57,139,0,1,1
167.47,2279,1,34,0,35.0,1,103.0,1.0,2293.13,340,1,2,1
43.65,2026,0,5,1,30.0,1,212.0,1.0,2870.67,331,1,2,1
391.08,775,1,14,2,56.0,4,105.0,1.0,6885.16,268,2,0,3
390.77,2025,1,32,2,44.0,0,34.0,1.0,5500.56,163,2,0,1
508.15999999999997,597,1,23,0,39.0,1,131.0,1.0,5609.44,211,2,0,0
36.76,667,2,30,2,65.0,2,107.99999999999999,1.0,1228.93,344,1,1,3
332.33,1128,1,18,0,27.0,3,101.0,1.0,192.63,303,2,2,3
362.09,400,1,27,1,32.0,1,30.999999999999996,1.0,6590.28,75,2,2,0
42.58,227,1,38,2,30.0,0,80.0,1.0,13485.0,240,1,2,0
122.35,688,2,1,1,53.0,2,188.0,1.0,6472.5,165,1,0,3
248.65999999999997,218,1,6,2,28.0,1,113.0,1.0,2571.39,306,1,2,0
461.25,1591,0,34,2,54.0,0,171.0,1.0,676.0999999999999,168,2,0,2
61.77000000000001,1819,1,5,1,56.0,0,49.0,1.0,12352.2,311,1,0,2
268.92,1486,1,6,1,29.0,1,148.0,1.0,8765.38,13,1,2,2
219.02,2477,0,36,2,54.0,1,68.00000000000001,1.0,7375.73,170,1,0,1
125.14,1589,1,3,1,20.0,3,30.999999999999996,1.0,1845.18,258,1,2,2
47.6,374,1,2,2,53.0,1,115.0,1.0,1382.51,117,1,0,0
592.82,1715,1,22,2,74.0,2,247.99999999999997,1.0,7508.98,350,2,1,2
372.5,1941,1,26,0,22.0,3,211.0,1.0,3901.82,243,2,2,1
4.72,701,1,13,1,32.0,1,20.0,1.0,4792.01,185,1,2,3
144.93,887,1,14,1,42.0,1,74.0,1.0,6887.52,175,1,0,3
316.56,1603,1,10,2,28.0,1,261.0,1.0,8643.51,214,2,2,2
9.18,1234,1,37,2,22.0,4,140.0,1.0,887.3199999999999,205,1,2,3
421.25,33,1,13,2,25.0,3,66.0,1.0,7174.69,83,2,2,0
185.71,1422,1,41,1,48.0,1,194.0,1.0,2679.91,198,1,0,2
26.27,535,0,32,2,45.0,1,177.0,1.0,8853.93,238,1,0,0
297.03,1672,1,2,2,61.0,2,151.0,1.0,1088.62,227,1,1,2
99.52,673,1,36,0,52.0,1,127.0,1.0,3798.0900000000006,316,1,0,3
881.1,2124,1,31,1,28.0,4,16.0,1.0,9951.68,107,0,2,1
139.69,1096,1,16,2,52.0,1,180.0,1.0,9567.94,93,1,0,3
112.72,576,1,42,1,31.0,0,17.0,1.0,9630.0,355,1,2,0
568.88,264,1,26,1,19.0,3,105.0,1.0,1307.86,131,2,2,0
189.03,731,1,28,0,28.0,3,50.00000000000001,1.0,1916.46,164,1,2,3
189.08,496,1,24,1,68.0,0,238.0,1.0,10790.8,145,1,1,0
409.59,539,2,0,2,35.0,0,50.00000000000001,1.0,14563.02,301,2,2,0
283.15,1470,1,3,2,24.0,3,180.0,1.0,603.79,292,1,2,2
151.82,1289,1,6,0,51.0,2,105.0,1.0,2197.12,330,1,0,2
438.59,2037,1,38,2,37.0,1,103.0,1.0,8994.39,189,2,2,1
590.57,1186,1,25,0,79.0,4,93.0,1.0,3224.6,56,2,1,3
63.74,2485,1,6,2,63.0,2,30.999999999999996,1.0,4336.4,150,1,1,1
77.02,1514,0,24,2,59.0,4,132.0,1.0,800.8299999999999,91,1,0,2
501.15,1540,1,31,1,47.0,1,208.0,1.0,8821.84,309,2,0,2
8.95,1848,1,28,2,76.0,2,102.0,1.0,3299.84,202,1,1,2
173.6,2249,1,2,2,21.0,3,160.0,1.0,421.44,192,1,2,1
149.4,797,1,6,0,53.0,2,123.0,1.0,1035.22,233,1,0,3
388.21,2393,0,8,1,53.0,0,237.0,1.0,9724.49,114,2,0,1
126.04,1116,0,5,1,65.0,2,167.0,1.0,6041.69,103,1,1,3
52.04,1365,0,7,1,50.0,0,30.999999999999996,1.0,8436.12,75,1,0,2
389.7,485,0,2,1,62.0,0,215.99999999999997,1.0,7125.15,258,2,1,0
309.77,828,0,35,2,67.0,2,137.0,1.0,4378.14,1,2,1,3
724.18,222,1,13,1,41.0,0,134.0,1.0,10922.78,118,0,0,0
124.98,352,1,42,0,24.0,3,78.0,1.0,641.9999999999999,124,1,2,0
487.32,1973,1,18,1,52.0,0,164.0,1.0,7707.959999999999,180,2,0,1
635.91,2252,0,17,1,46.0,0,78.0,1.0,13267.09,259,0,0,1
205.65,1276,1,15,1,62.0,2,144.0,1.0,3582.16,184,1,1,2
39.41,2226,1,21,1,25.0,3,132.0,1.0,921.91,278,1,2,1
254.00000000000003,877,1,26,1,35.0,0,63.0,1.0,5788.53,104,1,2,3
436.8,2148,1,15,1,36.0,1,213.0,1.0,4515.43,36,2,2,1
224.73,256,1,24,1,76.0,2,63.0,1.0,7551.890000000001,136,1,1,0
752.69,978,0,9,0,65.0,0,115.0,1.0,14489.69,171,0,1,3
78.5,296,0,38,1,31.0,0,41.0,1.0,13991.5,330,1,2,0
50.0,382,0,17,0,53.0,0,87.0,1.0,185.87,298,1,0,0
132.42,1332,1,10,0,18.0,3,164.0,1.0,726.3899999999999,334,1,2,2
83.16,1507,1,20,0,61.0,2,177.0,1.0,3065.87,143,1,1,2
